bed_record_id,hospital_id,hospital_name,record_date,ward,licensed_beds,blocked_beds,usable_beds,opening_occupied_beds,admissions,transfers_in,discharges,transfers_out,deaths_or_other_exits,closing_occupied_beds,occupancy_rate_pct,occupancy_status,source_system,synthetic_flag
BED000694,KPJ_01,JCORP Specialist Hospital,2024-12-21,Surgical Ward,55,1,54,40,3,0,4,1,0,38,70.37,Underutilised,Bed Management System,True
BED000695,KPJ_01,JCORP Specialist Hospital,2024-12-21,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED000696,KPJ_01,JCORP Specialist Hospital,2024-12-21,Paediatric Ward,40,1,39,27,2,0,2,0,0,27,69.23,Underutilised,Bed Management System,True
BED000697,KPJ_01,JCORP Specialist Hospital,2024-12-22,Medical Ward,60,0,60,43,5,1,6,1,0,42,70.0,Underutilised,Bed Management System,True
BED000698,KPJ_01,JCORP Specialist Hospital,2024-12-22,Surgical Ward,55,0,55,38,4,1,5,1,0,37,67.27,Underutilised,Bed Management System,True
BED000699,KPJ_01,JCORP Specialist Hospital,2024-12-22,Maternity Ward,45,2,43,33,3,0,4,0,1,31,72.09,Underutilised,Bed Management System,True
BED000700,KPJ_01,JCORP Specialist Hospital,2024-12-22,Paediatric Ward,40,0,40,27,3,0,3,0,0,27,67.5,Underutilised,Bed Management System,True
BED000701,KPJ_01,JCORP Specialist Hospital,2024-12-23,Medical Ward,60,0,60,42,4,1,3,1,0,43,71.67,Underutilised,Bed Management System,True
BED000702,KPJ_01,JCORP Specialist Hospital,2024-12-23,Surgical Ward,55,1,54,37,3,0,3,0,0,37,68.52,Underutilised,Bed Management System,True
BED000703,KPJ_01,JCORP Specialist Hospital,2024-12-23,Maternity Ward,45,0,45,31,3,0,2,0,0,32,71.11,Underutilised,Bed Management System,True
BED000704,KPJ_01,JCORP Specialist Hospital,2024-12-23,Paediatric Ward,40,1,39,27,2,0,2,0,0,27,69.23,Underutilised,Bed Management System,True
BED000705,KPJ_01,JCORP Specialist Hospital,2024-12-24,Medical Ward,60,2,58,43,5,0,4,1,0,43,74.14,Underutilised,Bed Management System,True
BED000706,KPJ_01,JCORP Specialist Hospital,2024-12-24,Surgical Ward,55,0,55,37,4,0,4,0,0,37,67.27,Underutilised,Bed Management System,True
BED000707,KPJ_01,JCORP Specialist Hospital,2024-12-24,Maternity Ward,45,1,44,32,3,0,3,0,0,32,72.73,Underutilised,Bed Management System,True
BED000708,KPJ_01,JCORP Specialist Hospital,2024-12-24,Paediatric Ward,40,0,40,27,3,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000709,KPJ_01,JCORP Specialist Hospital,2024-12-25,Medical Ward,60,1,59,43,5,1,6,1,0,42,71.19,Underutilised,Bed Management System,True
BED000710,KPJ_01,JCORP Specialist Hospital,2024-12-25,Surgical Ward,55,1,54,37,5,1,5,1,0,37,68.52,Underutilised,Bed Management System,True
BED000711,KPJ_01,JCORP Specialist Hospital,2024-12-25,Maternity Ward,45,1,44,32,3,1,3,0,0,33,75.0,Normal,Bed Management System,True
BED000712,KPJ_01,JCORP Specialist Hospital,2024-12-25,Paediatric Ward,40,1,39,28,3,0,3,0,0,28,71.79,Underutilised,Bed Management System,True
BED000713,KPJ_01,JCORP Specialist Hospital,2024-12-26,Medical Ward,60,1,59,42,5,1,5,1,0,42,71.19,Underutilised,Bed Management System,True
BED000714,KPJ_01,JCORP Specialist Hospital,2024-12-26,Surgical Ward,55,2,53,37,4,0,5,1,1,34,64.15,Underutilised,Bed Management System,True
BED000715,KPJ_01,JCORP Specialist Hospital,2024-12-26,Maternity Ward,45,0,45,33,3,0,3,0,1,32,71.11,Underutilised,Bed Management System,True
BED000716,KPJ_01,JCORP Specialist Hospital,2024-12-26,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000717,KPJ_01,JCORP Specialist Hospital,2024-12-27,Medical Ward,60,0,60,42,5,1,6,1,0,41,68.33,Underutilised,Bed Management System,True
BED000718,KPJ_01,JCORP Specialist Hospital,2024-12-27,Surgical Ward,55,0,55,34,5,1,5,0,0,35,63.64,Underutilised,Bed Management System,True
BED000719,KPJ_01,JCORP Specialist Hospital,2024-12-27,Maternity Ward,45,0,45,32,3,1,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED000720,KPJ_01,JCORP Specialist Hospital,2024-12-27,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000721,KPJ_01,JCORP Specialist Hospital,2024-12-28,Medical Ward,60,0,60,41,4,1,4,1,0,41,68.33,Underutilised,Bed Management System,True
BED000722,KPJ_01,JCORP Specialist Hospital,2024-12-28,Surgical Ward,55,0,55,35,3,0,3,0,0,35,63.64,Underutilised,Bed Management System,True
BED000723,KPJ_01,JCORP Specialist Hospital,2024-12-28,Maternity Ward,45,0,45,33,3,0,2,0,0,34,75.56,Normal,Bed Management System,True
BED000724,KPJ_01,JCORP Specialist Hospital,2024-12-28,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000725,KPJ_01,JCORP Specialist Hospital,2024-12-29,Medical Ward,60,0,60,41,4,1,3,1,0,42,70.0,Underutilised,Bed Management System,True
BED000726,KPJ_01,JCORP Specialist Hospital,2024-12-29,Surgical Ward,55,1,54,35,3,0,2,1,1,34,62.96,Underutilised,Bed Management System,True
BED000727,KPJ_01,JCORP Specialist Hospital,2024-12-29,Maternity Ward,45,0,45,34,2,0,2,0,1,33,73.33,Underutilised,Bed Management System,True
BED000728,KPJ_01,JCORP Specialist Hospital,2024-12-29,Paediatric Ward,40,2,38,28,2,0,1,0,0,29,76.32,Normal,Bed Management System,True
BED000729,KPJ_01,JCORP Specialist Hospital,2024-12-30,Medical Ward,60,0,60,42,5,1,5,1,0,42,70.0,Underutilised,Bed Management System,True
BED000730,KPJ_01,JCORP Specialist Hospital,2024-12-30,Surgical Ward,55,0,55,34,5,1,4,0,0,36,65.45,Underutilised,Bed Management System,True
BED000731,KPJ_01,JCORP Specialist Hospital,2024-12-30,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED000732,KPJ_01,JCORP Specialist Hospital,2024-12-30,Paediatric Ward,40,1,39,29,3,0,3,0,0,29,74.36,Underutilised,Bed Management System,True
BED000733,KPJ_01,JCORP Specialist Hospital,2024-12-31,Medical Ward,60,1,59,42,4,1,5,1,0,41,69.49,Underutilised,Bed Management System,True
BED000734,KPJ_01,JCORP Specialist Hospital,2024-12-31,Surgical Ward,55,3,52,36,3,0,4,0,0,35,67.31,Underutilised,Bed Management System,True
BED000735,KPJ_01,JCORP Specialist Hospital,2024-12-31,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED000736,KPJ_01,JCORP Specialist Hospital,2024-12-31,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED000737,KPJ_01,JCORP Specialist Hospital,2025-01-01,Medical Ward,60,1,59,41,5,1,6,1,0,40,67.8,Underutilised,Bed Management System,True
BED000738,KPJ_01,JCORP Specialist Hospital,2025-01-01,Surgical Ward,55,0,55,35,5,0,5,1,1,33,60.0,Underutilised,Bed Management System,True
BED000739,KPJ_01,JCORP Specialist Hospital,2025-01-01,Maternity Ward,45,0,45,33,3,0,3,1,0,32,71.11,Underutilised,Bed Management System,True
BED000740,KPJ_01,JCORP Specialist Hospital,2025-01-01,Paediatric Ward,40,3,37,29,3,0,3,0,1,28,75.68,Normal,Bed Management System,True
BED000741,KPJ_01,JCORP Specialist Hospital,2025-01-02,Medical Ward,60,0,60,40,5,1,5,1,0,40,66.67,Underutilised,Bed Management System,True
BED000742,KPJ_01,JCORP Specialist Hospital,2025-01-02,Surgical Ward,55,2,53,33,4,1,4,1,0,33,62.26,Underutilised,Bed Management System,True
BED000743,KPJ_01,JCORP Specialist Hospital,2025-01-02,Maternity Ward,45,0,45,32,3,0,3,1,1,30,66.67,Underutilised,Bed Management System,True
BED000744,KPJ_01,JCORP Specialist Hospital,2025-01-02,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000745,KPJ_01,JCORP Specialist Hospital,2025-01-03,Medical Ward,60,0,60,40,5,0,4,1,1,39,65.0,Underutilised,Bed Management System,True
BED000746,KPJ_01,JCORP Specialist Hospital,2025-01-03,Surgical Ward,55,1,54,33,4,0,4,1,0,32,59.26,Underutilised,Bed Management System,True
BED000747,KPJ_01,JCORP Specialist Hospital,2025-01-03,Maternity Ward,45,0,45,30,3,0,3,0,0,30,66.67,Underutilised,Bed Management System,True
BED000748,KPJ_01,JCORP Specialist Hospital,2025-01-03,Paediatric Ward,40,2,38,28,3,0,2,0,0,29,76.32,Normal,Bed Management System,True
BED000749,KPJ_01,JCORP Specialist Hospital,2025-01-04,Medical Ward,60,0,60,39,4,1,4,1,0,39,65.0,Underutilised,Bed Management System,True
BED000750,KPJ_01,JCORP Specialist Hospital,2025-01-04,Surgical Ward,55,1,54,32,4,1,3,1,0,33,61.11,Underutilised,Bed Management System,True
BED000751,KPJ_01,JCORP Specialist Hospital,2025-01-04,Maternity Ward,45,1,44,30,3,0,3,1,0,29,65.91,Underutilised,Bed Management System,True
BED000752,KPJ_01,JCORP Specialist Hospital,2025-01-04,Paediatric Ward,40,0,40,29,2,0,2,1,0,28,70.0,Underutilised,Bed Management System,True
BED000753,KPJ_01,JCORP Specialist Hospital,2025-01-05,Medical Ward,60,0,60,39,6,1,5,1,0,40,66.67,Underutilised,Bed Management System,True
BED000754,KPJ_01,JCORP Specialist Hospital,2025-01-05,Surgical Ward,55,2,53,33,5,0,5,1,0,32,60.38,Underutilised,Bed Management System,True
BED000755,KPJ_01,JCORP Specialist Hospital,2025-01-05,Maternity Ward,45,0,45,29,4,0,3,1,0,29,64.44,Underutilised,Bed Management System,True
BED000756,KPJ_01,JCORP Specialist Hospital,2025-01-05,Paediatric Ward,40,3,37,28,3,0,3,0,0,28,75.68,Normal,Bed Management System,True
BED000757,KPJ_01,JCORP Specialist Hospital,2025-01-06,Medical Ward,60,0,60,40,5,1,5,1,0,40,66.67,Underutilised,Bed Management System,True
BED000758,KPJ_01,JCORP Specialist Hospital,2025-01-06,Surgical Ward,55,0,55,32,4,1,5,1,0,31,56.36,Underutilised,Bed Management System,True
BED000759,KPJ_01,JCORP Specialist Hospital,2025-01-06,Maternity Ward,45,2,43,29,3,1,3,0,0,30,69.77,Underutilised,Bed Management System,True
BED000760,KPJ_01,JCORP Specialist Hospital,2025-01-06,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000761,KPJ_01,JCORP Specialist Hospital,2025-01-07,Medical Ward,60,2,58,40,5,1,5,1,0,40,68.97,Underutilised,Bed Management System,True
BED000762,KPJ_01,JCORP Specialist Hospital,2025-01-07,Surgical Ward,55,1,54,31,4,1,4,0,0,32,59.26,Underutilised,Bed Management System,True
BED000763,KPJ_01,JCORP Specialist Hospital,2025-01-07,Maternity Ward,45,1,44,30,3,0,3,0,0,30,68.18,Underutilised,Bed Management System,True
BED000764,KPJ_01,JCORP Specialist Hospital,2025-01-07,Paediatric Ward,40,3,37,28,2,0,3,0,0,27,72.97,Underutilised,Bed Management System,True
BED000765,KPJ_01,JCORP Specialist Hospital,2025-01-08,Medical Ward,60,0,60,40,6,1,5,0,1,41,68.33,Underutilised,Bed Management System,True
BED000766,KPJ_01,JCORP Specialist Hospital,2025-01-08,Surgical Ward,55,0,55,32,5,1,4,0,0,34,61.82,Underutilised,Bed Management System,True
BED000767,KPJ_01,JCORP Specialist Hospital,2025-01-08,Maternity Ward,45,2,43,30,3,1,3,0,0,31,72.09,Underutilised,Bed Management System,True
BED000768,KPJ_01,JCORP Specialist Hospital,2025-01-08,Paediatric Ward,40,1,39,27,3,0,2,0,0,28,71.79,Underutilised,Bed Management System,True
BED000769,KPJ_01,JCORP Specialist Hospital,2025-01-09,Medical Ward,60,0,60,41,6,1,6,1,0,41,68.33,Underutilised,Bed Management System,True
BED000770,KPJ_01,JCORP Specialist Hospital,2025-01-09,Surgical Ward,55,0,55,34,5,0,5,1,0,33,60.0,Underutilised,Bed Management System,True
BED000771,KPJ_01,JCORP Specialist Hospital,2025-01-09,Maternity Ward,45,0,45,31,3,0,4,0,0,30,66.67,Underutilised,Bed Management System,True
BED000772,KPJ_01,JCORP Specialist Hospital,2025-01-09,Paediatric Ward,40,3,37,28,3,0,3,0,0,28,75.68,Normal,Bed Management System,True
BED000773,KPJ_01,JCORP Specialist Hospital,2025-01-10,Medical Ward,60,0,60,41,4,1,4,1,0,41,68.33,Underutilised,Bed Management System,True
BED000774,KPJ_01,JCORP Specialist Hospital,2025-01-10,Surgical Ward,55,0,55,33,3,1,3,1,0,33,60.0,Underutilised,Bed Management System,True
BED000775,KPJ_01,JCORP Specialist Hospital,2025-01-10,Maternity Ward,45,3,42,30,2,0,3,1,0,28,66.67,Underutilised,Bed Management System,True
BED000776,KPJ_01,JCORP Specialist Hospital,2025-01-10,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000777,KPJ_01,JCORP Specialist Hospital,2025-01-11,Medical Ward,60,3,57,41,3,1,2,1,0,42,73.68,Underutilised,Bed Management System,True
BED000778,KPJ_01,JCORP Specialist Hospital,2025-01-11,Surgical Ward,55,1,54,33,3,0,2,1,0,33,61.11,Underutilised,Bed Management System,True
BED000779,KPJ_01,JCORP Specialist Hospital,2025-01-11,Maternity Ward,45,1,44,28,2,0,1,0,0,29,65.91,Underutilised,Bed Management System,True
BED000780,KPJ_01,JCORP Specialist Hospital,2025-01-11,Paediatric Ward,40,0,40,28,2,0,1,0,0,29,72.5,Underutilised,Bed Management System,True
BED000781,KPJ_01,JCORP Specialist Hospital,2025-01-12,Medical Ward,60,1,59,42,5,1,6,1,0,41,69.49,Underutilised,Bed Management System,True
BED000782,KPJ_01,JCORP Specialist Hospital,2025-01-12,Surgical Ward,55,0,55,33,4,1,5,1,0,32,58.18,Underutilised,Bed Management System,True
BED000783,KPJ_01,JCORP Specialist Hospital,2025-01-12,Maternity Ward,45,1,44,29,3,0,3,0,0,29,65.91,Underutilised,Bed Management System,True
BED000784,KPJ_01,JCORP Specialist Hospital,2025-01-12,Paediatric Ward,40,0,40,29,2,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000785,KPJ_01,JCORP Specialist Hospital,2025-01-13,Medical Ward,60,0,60,41,3,1,4,1,0,40,66.67,Underutilised,Bed Management System,True
BED000786,KPJ_01,JCORP Specialist Hospital,2025-01-13,Surgical Ward,55,2,53,32,3,1,3,0,0,33,62.26,Underutilised,Bed Management System,True
BED000787,KPJ_01,JCORP Specialist Hospital,2025-01-13,Maternity Ward,45,1,44,29,2,0,3,0,0,28,63.64,Underutilised,Bed Management System,True
BED000788,KPJ_01,JCORP Specialist Hospital,2025-01-13,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000789,KPJ_01,JCORP Specialist Hospital,2025-01-14,Medical Ward,60,2,58,40,5,1,5,1,1,39,67.24,Underutilised,Bed Management System,True
BED000790,KPJ_01,JCORP Specialist Hospital,2025-01-14,Surgical Ward,55,0,55,33,4,0,4,0,0,33,60.0,Underutilised,Bed Management System,True
BED000791,KPJ_01,JCORP Specialist Hospital,2025-01-14,Maternity Ward,45,0,45,28,3,0,3,0,0,28,62.22,Underutilised,Bed Management System,True
BED000792,KPJ_01,JCORP Specialist Hospital,2025-01-14,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000793,KPJ_01,JCORP Specialist Hospital,2025-01-15,Medical Ward,60,0,60,39,4,1,5,1,0,38,63.33,Underutilised,Bed Management System,True
BED000794,KPJ_01,JCORP Specialist Hospital,2025-01-15,Surgical Ward,55,0,55,33,3,1,4,1,0,32,58.18,Underutilised,Bed Management System,True
BED000795,KPJ_01,JCORP Specialist Hospital,2025-01-15,Maternity Ward,45,1,44,28,3,0,3,0,0,28,63.64,Underutilised,Bed Management System,True
BED000796,KPJ_01,JCORP Specialist Hospital,2025-01-15,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000797,KPJ_01,JCORP Specialist Hospital,2025-01-16,Medical Ward,60,0,60,38,4,1,3,1,0,39,65.0,Underutilised,Bed Management System,True
BED000798,KPJ_01,JCORP Specialist Hospital,2025-01-16,Surgical Ward,55,1,54,32,4,1,3,1,0,33,61.11,Underutilised,Bed Management System,True
BED000799,KPJ_01,JCORP Specialist Hospital,2025-01-16,Maternity Ward,45,0,45,28,3,0,2,0,1,28,62.22,Underutilised,Bed Management System,True
BED000800,KPJ_01,JCORP Specialist Hospital,2025-01-16,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED000801,KPJ_01,JCORP Specialist Hospital,2025-01-17,Medical Ward,60,0,60,39,6,1,5,1,0,40,66.67,Underutilised,Bed Management System,True
BED000802,KPJ_01,JCORP Specialist Hospital,2025-01-17,Surgical Ward,55,2,53,33,6,1,4,1,0,35,66.04,Underutilised,Bed Management System,True
BED000803,KPJ_01,JCORP Specialist Hospital,2025-01-17,Maternity Ward,45,0,45,28,4,0,3,1,0,28,62.22,Underutilised,Bed Management System,True
BED000804,KPJ_01,JCORP Specialist Hospital,2025-01-17,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED000805,KPJ_01,JCORP Specialist Hospital,2025-01-18,Medical Ward,60,0,60,40,4,1,4,1,0,40,66.67,Underutilised,Bed Management System,True
BED000806,KPJ_01,JCORP Specialist Hospital,2025-01-18,Surgical Ward,55,0,55,35,4,1,3,1,0,36,65.45,Underutilised,Bed Management System,True
BED000807,KPJ_01,JCORP Specialist Hospital,2025-01-18,Maternity Ward,45,1,44,28,3,0,3,0,0,28,63.64,Underutilised,Bed Management System,True
BED000808,KPJ_01,JCORP Specialist Hospital,2025-01-18,Paediatric Ward,40,1,39,28,2,0,2,0,0,28,71.79,Underutilised,Bed Management System,True
BED000809,KPJ_01,JCORP Specialist Hospital,2025-01-19,Medical Ward,60,0,60,40,3,1,3,1,0,40,66.67,Underutilised,Bed Management System,True
BED000810,KPJ_01,JCORP Specialist Hospital,2025-01-19,Surgical Ward,55,0,55,36,3,1,3,0,0,37,67.27,Underutilised,Bed Management System,True
BED000811,KPJ_01,JCORP Specialist Hospital,2025-01-19,Maternity Ward,45,0,45,28,2,0,2,0,0,28,62.22,Underutilised,Bed Management System,True
BED000812,KPJ_01,JCORP Specialist Hospital,2025-01-19,Paediatric Ward,40,1,39,28,2,0,2,0,1,27,69.23,Underutilised,Bed Management System,True
BED000813,KPJ_01,JCORP Specialist Hospital,2025-01-20,Medical Ward,60,0,60,40,5,1,6,1,0,39,65.0,Underutilised,Bed Management System,True
BED000814,KPJ_01,JCORP Specialist Hospital,2025-01-20,Surgical Ward,55,0,55,37,4,1,5,1,0,36,65.45,Underutilised,Bed Management System,True
BED000815,KPJ_01,JCORP Specialist Hospital,2025-01-20,Maternity Ward,45,0,45,28,3,1,3,0,0,29,64.44,Underutilised,Bed Management System,True
BED000816,KPJ_01,JCORP Specialist Hospital,2025-01-20,Paediatric Ward,40,1,39,27,2,0,3,0,0,26,66.67,Underutilised,Bed Management System,True
BED000817,KPJ_01,JCORP Specialist Hospital,2025-01-21,Medical Ward,60,1,59,39,6,1,5,1,0,40,67.8,Underutilised,Bed Management System,True
BED000818,KPJ_01,JCORP Specialist Hospital,2025-01-21,Surgical Ward,55,0,55,36,5,0,4,0,0,37,67.27,Underutilised,Bed Management System,True
BED000819,KPJ_01,JCORP Specialist Hospital,2025-01-21,Maternity Ward,45,3,42,29,3,0,3,0,0,29,69.05,Underutilised,Bed Management System,True
BED000820,KPJ_01,JCORP Specialist Hospital,2025-01-21,Paediatric Ward,40,1,39,26,3,0,3,0,0,26,66.67,Underutilised,Bed Management System,True
BED000821,KPJ_01,JCORP Specialist Hospital,2025-01-22,Medical Ward,60,0,60,40,4,1,4,1,0,40,66.67,Underutilised,Bed Management System,True
BED000822,KPJ_01,JCORP Specialist Hospital,2025-01-22,Surgical Ward,55,0,55,37,4,0,4,1,0,36,65.45,Underutilised,Bed Management System,True
BED000823,KPJ_01,JCORP Specialist Hospital,2025-01-22,Maternity Ward,45,0,45,29,3,0,3,0,0,29,64.44,Underutilised,Bed Management System,True
BED000824,KPJ_01,JCORP Specialist Hospital,2025-01-22,Paediatric Ward,40,2,38,26,2,0,2,0,0,26,68.42,Underutilised,Bed Management System,True
BED000825,KPJ_01,JCORP Specialist Hospital,2025-01-23,Medical Ward,60,1,59,40,6,1,6,1,0,40,67.8,Underutilised,Bed Management System,True
BED000826,KPJ_01,JCORP Specialist Hospital,2025-01-23,Surgical Ward,55,2,53,36,6,1,5,0,0,38,71.7,Underutilised,Bed Management System,True
BED000827,KPJ_01,JCORP Specialist Hospital,2025-01-23,Maternity Ward,45,0,45,29,4,0,4,0,0,29,64.44,Underutilised,Bed Management System,True
BED000828,KPJ_01,JCORP Specialist Hospital,2025-01-23,Paediatric Ward,40,0,40,26,3,0,3,0,0,26,65.0,Underutilised,Bed Management System,True
BED000829,KPJ_01,JCORP Specialist Hospital,2025-01-24,Medical Ward,60,1,59,40,6,1,5,1,0,41,69.49,Underutilised,Bed Management System,True
BED000830,KPJ_01,JCORP Specialist Hospital,2025-01-24,Surgical Ward,55,0,55,38,5,0,4,1,0,38,69.09,Underutilised,Bed Management System,True
BED000831,KPJ_01,JCORP Specialist Hospital,2025-01-24,Maternity Ward,45,0,45,29,3,0,3,0,0,29,64.44,Underutilised,Bed Management System,True
BED000832,KPJ_01,JCORP Specialist Hospital,2025-01-24,Paediatric Ward,40,0,40,26,3,0,2,0,0,27,67.5,Underutilised,Bed Management System,True
BED000833,KPJ_01,JCORP Specialist Hospital,2025-01-25,Medical Ward,60,1,59,41,4,0,4,1,1,39,66.1,Underutilised,Bed Management System,True
BED000834,KPJ_01,JCORP Specialist Hospital,2025-01-25,Surgical Ward,55,0,55,38,3,0,3,1,0,37,67.27,Underutilised,Bed Management System,True
BED000835,KPJ_01,JCORP Specialist Hospital,2025-01-25,Maternity Ward,45,0,45,29,3,0,2,0,0,30,66.67,Underutilised,Bed Management System,True
BED000836,KPJ_01,JCORP Specialist Hospital,2025-01-25,Paediatric Ward,40,1,39,27,2,0,2,0,0,27,69.23,Underutilised,Bed Management System,True
BED000837,KPJ_01,JCORP Specialist Hospital,2025-01-26,Medical Ward,60,0,60,39,4,1,4,1,0,39,65.0,Underutilised,Bed Management System,True
BED000838,KPJ_01,JCORP Specialist Hospital,2025-01-26,Surgical Ward,55,0,55,37,4,1,4,1,1,36,65.45,Underutilised,Bed Management System,True
BED000839,KPJ_01,JCORP Specialist Hospital,2025-01-26,Maternity Ward,45,0,45,30,3,1,3,1,0,30,66.67,Underutilised,Bed Management System,True
BED000840,KPJ_01,JCORP Specialist Hospital,2025-01-26,Paediatric Ward,40,0,40,27,2,0,2,0,0,27,67.5,Underutilised,Bed Management System,True
BED000841,KPJ_01,JCORP Specialist Hospital,2025-01-27,Medical Ward,60,1,59,39,3,1,2,1,0,40,67.8,Underutilised,Bed Management System,True
BED000842,KPJ_01,JCORP Specialist Hospital,2025-01-27,Surgical Ward,55,2,53,36,3,1,2,1,0,37,69.81,Underutilised,Bed Management System,True
