encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN000635,KPJ_01,JCORP Specialist Hospital,2025-01-28,Outpatient Department,Outpatient,302,290,216,0,0,0,0,Hospital Information System,True
EN000636,KPJ_01,JCORP Specialist Hospital,2025-01-28,Inpatient Wards,Inpatient,88,0,52,19,19,2,2,Hospital Information System,True
EN000637,KPJ_01,JCORP Specialist Hospital,2025-01-29,Emergency Department,Emergency,157,143,54,0,0,0,0,Hospital Information System,True
EN000638,KPJ_01,JCORP Specialist Hospital,2025-01-29,Outpatient Department,Outpatient,360,343,283,0,0,0,0,Hospital Information System,True
EN000639,KPJ_01,JCORP Specialist Hospital,2025-01-29,Inpatient Wards,Inpatient,84,0,49,15,16,3,3,Hospital Information System,True
EN000640,KPJ_01,JCORP Specialist Hospital,2025-01-30,Emergency Department,Emergency,166,153,57,0,0,0,0,Hospital Information System,True
EN000641,KPJ_01,JCORP Specialist Hospital,2025-01-30,Outpatient Department,Outpatient,281,266,206,0,0,0,0,Hospital Information System,True
EN000642,KPJ_01,JCORP Specialist Hospital,2025-01-30,Inpatient Wards,Inpatient,88,0,46,19,23,2,2,Hospital Information System,True
EN000643,KPJ_01,JCORP Specialist Hospital,2025-01-31,Emergency Department,Emergency,169,156,54,0,0,0,0,Hospital Information System,True
EN000644,KPJ_01,JCORP Specialist Hospital,2025-01-31,Outpatient Department,Outpatient,317,294,228,0,0,0,0,Hospital Information System,True
EN000645,KPJ_01,JCORP Specialist Hospital,2025-01-31,Inpatient Wards,Inpatient,80,0,48,18,16,3,1,Hospital Information System,True
EN000646,KPJ_01,JCORP Specialist Hospital,2025-02-01,Emergency Department,Emergency,171,156,55,0,0,0,0,Hospital Information System,True
EN000647,KPJ_01,JCORP Specialist Hospital,2025-02-01,Outpatient Department,Outpatient,105,101,79,0,0,0,0,Hospital Information System,True
EN000648,KPJ_01,JCORP Specialist Hospital,2025-02-01,Inpatient Wards,Inpatient,71,0,39,13,16,3,1,Hospital Information System,True
EN000649,KPJ_01,JCORP Specialist Hospital,2025-02-02,Emergency Department,Emergency,154,139,54,0,0,0,0,Hospital Information System,True
EN000650,KPJ_01,JCORP Specialist Hospital,2025-02-02,Outpatient Department,Outpatient,116,112,93,0,0,0,0,Hospital Information System,True
EN000651,KPJ_01,JCORP Specialist Hospital,2025-02-02,Inpatient Wards,Inpatient,70,0,37,12,14,3,3,Hospital Information System,True
EN000652,KPJ_01,JCORP Specialist Hospital,2025-02-03,Emergency Department,Emergency,144,135,56,0,0,0,0,Hospital Information System,True
EN000653,KPJ_01,JCORP Specialist Hospital,2025-02-03,Outpatient Department,Outpatient,339,323,260,0,0,0,0,Hospital Information System,True
EN000654,KPJ_01,JCORP Specialist Hospital,2025-02-03,Inpatient Wards,Inpatient,76,0,39,12,14,1,3,Hospital Information System,True
EN000655,KPJ_01,JCORP Specialist Hospital,2025-02-04,Emergency Department,Emergency,153,138,51,0,0,0,0,Hospital Information System,True
EN000656,KPJ_01,JCORP Specialist Hospital,2025-02-04,Outpatient Department,Outpatient,322,307,234,0,0,0,0,Hospital Information System,True
EN000657,KPJ_01,JCORP Specialist Hospital,2025-02-04,Inpatient Wards,Inpatient,84,0,46,15,15,2,2,Hospital Information System,True
EN000658,KPJ_01,JCORP Specialist Hospital,2025-02-05,Emergency Department,Emergency,155,141,53,0,0,0,0,Hospital Information System,True
EN000659,KPJ_01,JCORP Specialist Hospital,2025-02-05,Outpatient Department,Outpatient,317,304,238,0,0,0,0,Hospital Information System,True
EN000660,KPJ_01,JCORP Specialist Hospital,2025-02-05,Inpatient Wards,Inpatient,84,0,44,16,15,2,0,Hospital Information System,True
EN000661,KPJ_01,JCORP Specialist Hospital,2025-02-06,Emergency Department,Emergency,134,123,40,0,0,0,0,Hospital Information System,True
EN000662,KPJ_01,JCORP Specialist Hospital,2025-02-06,Outpatient Department,Outpatient,342,326,259,0,0,0,0,Hospital Information System,True
EN000663,KPJ_01,JCORP Specialist Hospital,2025-02-06,Inpatient Wards,Inpatient,84,0,49,13,12,3,2,Hospital Information System,True
EN000664,KPJ_01,JCORP Specialist Hospital,2025-02-07,Emergency Department,Emergency,155,145,51,0,0,0,0,Hospital Information System,True
EN000665,KPJ_01,JCORP Specialist Hospital,2025-02-07,Outpatient Department,Outpatient,307,289,240,0,0,0,0,Hospital Information System,True
EN000666,KPJ_01,JCORP Specialist Hospital,2025-02-07,Inpatient Wards,Inpatient,78,0,40,17,19,1,1,Hospital Information System,True
EN000667,KPJ_01,JCORP Specialist Hospital,2025-02-08,Emergency Department,Emergency,180,169,68,0,0,0,0,Hospital Information System,True
EN000668,KPJ_01,JCORP Specialist Hospital,2025-02-08,Outpatient Department,Outpatient,108,100,78,0,0,0,0,Hospital Information System,True
EN000669,KPJ_01,JCORP Specialist Hospital,2025-02-08,Inpatient Wards,Inpatient,80,0,43,16,14,2,2,Hospital Information System,True
EN000670,KPJ_01,JCORP Specialist Hospital,2025-02-09,Emergency Department,Emergency,184,165,67,0,0,0,0,Hospital Information System,True
EN000671,KPJ_01,JCORP Specialist Hospital,2025-02-09,Outpatient Department,Outpatient,108,100,80,0,0,0,0,Hospital Information System,True
EN000672,KPJ_01,JCORP Specialist Hospital,2025-02-09,Inpatient Wards,Inpatient,71,0,38,13,15,2,1,Hospital Information System,True
EN000673,KPJ_01,JCORP Specialist Hospital,2025-02-10,Emergency Department,Emergency,165,153,60,0,0,0,0,Hospital Information System,True
EN000674,KPJ_01,JCORP Specialist Hospital,2025-02-10,Outpatient Department,Outpatient,303,292,213,0,0,0,0,Hospital Information System,True
EN000675,KPJ_01,JCORP Specialist Hospital,2025-02-10,Inpatient Wards,Inpatient,82,0,41,12,12,3,2,Hospital Information System,True
EN000676,KPJ_01,JCORP Specialist Hospital,2025-02-11,Emergency Department,Emergency,155,138,52,0,0,0,0,Hospital Information System,True
EN000677,KPJ_01,JCORP Specialist Hospital,2025-02-11,Outpatient Department,Outpatient,324,301,241,0,0,0,0,Hospital Information System,True
EN000678,KPJ_01,JCORP Specialist Hospital,2025-02-11,Inpatient Wards,Inpatient,79,0,44,13,13,0,2,Hospital Information System,True
EN000679,KPJ_01,JCORP Specialist Hospital,2025-02-12,Emergency Department,Emergency,147,135,48,0,0,0,0,Hospital Information System,True
EN000680,KPJ_01,JCORP Specialist Hospital,2025-02-12,Outpatient Department,Outpatient,307,297,237,0,0,0,0,Hospital Information System,True
EN000681,KPJ_01,JCORP Specialist Hospital,2025-02-12,Inpatient Wards,Inpatient,86,0,47,15,16,2,0,Hospital Information System,True
EN000682,KPJ_01,JCORP Specialist Hospital,2025-02-13,Emergency Department,Emergency,153,137,57,0,0,0,0,Hospital Information System,True
EN000683,KPJ_01,JCORP Specialist Hospital,2025-02-13,Outpatient Department,Outpatient,281,270,223,0,0,0,0,Hospital Information System,True
EN000684,KPJ_01,JCORP Specialist Hospital,2025-02-13,Inpatient Wards,Inpatient,77,0,44,16,13,2,2,Hospital Information System,True
EN000685,KPJ_01,JCORP Specialist Hospital,2025-02-14,Emergency Department,Emergency,137,127,47,0,0,0,0,Hospital Information System,True
EN000686,KPJ_01,JCORP Specialist Hospital,2025-02-14,Outpatient Department,Outpatient,269,251,194,0,0,0,0,Hospital Information System,True
EN000687,KPJ_01,JCORP Specialist Hospital,2025-02-14,Inpatient Wards,Inpatient,81,0,43,14,14,2,2,Hospital Information System,True
EN000688,KPJ_01,JCORP Specialist Hospital,2025-02-15,Emergency Department,Emergency,179,164,65,0,0,0,0,Hospital Information System,True
EN000689,KPJ_01,JCORP Specialist Hospital,2025-02-15,Outpatient Department,Outpatient,117,109,91,0,0,0,0,Hospital Information System,True
EN000690,KPJ_01,JCORP Specialist Hospital,2025-02-15,Inpatient Wards,Inpatient,84,0,44,12,12,2,1,Hospital Information System,True
EN000691,KPJ_01,JCORP Specialist Hospital,2025-02-16,Emergency Department,Emergency,157,146,62,0,0,0,0,Hospital Information System,True
EN000692,KPJ_01,JCORP Specialist Hospital,2025-02-16,Outpatient Department,Outpatient,107,103,82,0,0,0,0,Hospital Information System,True
EN000693,KPJ_01,JCORP Specialist Hospital,2025-02-16,Inpatient Wards,Inpatient,73,0,39,15,14,2,1,Hospital Information System,True
EN000694,KPJ_01,JCORP Specialist Hospital,2025-02-17,Emergency Department,Emergency,146,132,49,0,0,0,0,Hospital Information System,True
EN000695,KPJ_01,JCORP Specialist Hospital,2025-02-17,Outpatient Department,Outpatient,335,325,263,0,0,0,0,Hospital Information System,True
EN000696,KPJ_01,JCORP Specialist Hospital,2025-02-17,Inpatient Wards,Inpatient,79,0,43,14,13,2,1,Hospital Information System,True
EN000697,KPJ_01,JCORP Specialist Hospital,2025-02-18,Emergency Department,Emergency,137,128,52,0,0,0,0,Hospital Information System,True
EN000698,KPJ_01,JCORP Specialist Hospital,2025-02-18,Outpatient Department,Outpatient,304,293,238,0,0,0,0,Hospital Information System,True
EN000699,KPJ_01,JCORP Specialist Hospital,2025-02-18,Inpatient Wards,Inpatient,72,0,37,12,14,2,2,Hospital Information System,True
EN000700,KPJ_01,JCORP Specialist Hospital,2025-02-19,Emergency Department,Emergency,145,135,50,0,0,0,0,Hospital Information System,True
EN000701,KPJ_01,JCORP Specialist Hospital,2025-02-19,Outpatient Department,Outpatient,355,339,281,0,0,0,0,Hospital Information System,True
EN000702,KPJ_01,JCORP Specialist Hospital,2025-02-19,Inpatient Wards,Inpatient,76,0,39,15,17,1,1,Hospital Information System,True
EN000703,KPJ_01,JCORP Specialist Hospital,2025-02-20,Emergency Department,Emergency,155,139,57,0,0,0,0,Hospital Information System,True
EN000704,KPJ_01,JCORP Specialist Hospital,2025-02-20,Outpatient Department,Outpatient,336,318,257,0,0,0,0,Hospital Information System,True
EN000705,KPJ_01,JCORP Specialist Hospital,2025-02-20,Inpatient Wards,Inpatient,93,0,52,17,16,1,1,Hospital Information System,True
EN000706,KPJ_01,JCORP Specialist Hospital,2025-02-21,Emergency Department,Emergency,132,118,50,0,0,0,0,Hospital Information System,True
EN000707,KPJ_01,JCORP Specialist Hospital,2025-02-21,Outpatient Department,Outpatient,300,278,221,0,0,0,0,Hospital Information System,True
EN000708,KPJ_01,JCORP Specialist Hospital,2025-02-21,Inpatient Wards,Inpatient,78,0,44,17,19,1,1,Hospital Information System,True
EN000709,KPJ_01,JCORP Specialist Hospital,2025-02-22,Emergency Department,Emergency,166,156,57,0,0,0,0,Hospital Information System,True
EN000710,KPJ_01,JCORP Specialist Hospital,2025-02-22,Outpatient Department,Outpatient,107,102,79,0,0,0,0,Hospital Information System,True
EN000711,KPJ_01,JCORP Specialist Hospital,2025-02-22,Inpatient Wards,Inpatient,74,0,43,18,22,2,1,Hospital Information System,True
EN000712,KPJ_01,JCORP Specialist Hospital,2025-02-23,Emergency Department,Emergency,158,141,58,0,0,0,0,Hospital Information System,True
EN000713,KPJ_01,JCORP Specialist Hospital,2025-02-23,Outpatient Department,Outpatient,110,106,84,0,0,0,0,Hospital Information System,True
EN000714,KPJ_01,JCORP Specialist Hospital,2025-02-23,Inpatient Wards,Inpatient,80,0,43,13,14,2,1,Hospital Information System,True
EN000715,KPJ_01,JCORP Specialist Hospital,2025-02-24,Emergency Department,Emergency,157,142,52,0,0,0,0,Hospital Information System,True
EN000716,KPJ_01,JCORP Specialist Hospital,2025-02-24,Outpatient Department,Outpatient,375,350,287,0,0,0,0,Hospital Information System,True
EN000717,KPJ_01,JCORP Specialist Hospital,2025-02-24,Inpatient Wards,Inpatient,73,0,39,13,11,2,0,Hospital Information System,True
EN000718,KPJ_01,JCORP Specialist Hospital,2025-02-25,Emergency Department,Emergency,137,124,44,0,0,0,0,Hospital Information System,True
EN000719,KPJ_01,JCORP Specialist Hospital,2025-02-25,Outpatient Department,Outpatient,330,314,241,0,0,0,0,Hospital Information System,True
EN000720,KPJ_01,JCORP Specialist Hospital,2025-02-25,Inpatient Wards,Inpatient,80,0,41,14,18,2,1,Hospital Information System,True
EN000721,KPJ_01,JCORP Specialist Hospital,2025-02-26,Emergency Department,Emergency,153,139,58,0,0,0,0,Hospital Information System,True
EN000722,KPJ_01,JCORP Specialist Hospital,2025-02-26,Outpatient Department,Outpatient,328,309,246,0,0,0,0,Hospital Information System,True
EN000723,KPJ_01,JCORP Specialist Hospital,2025-02-26,Inpatient Wards,Inpatient,80,0,45,16,18,3,1,Hospital Information System,True
EN000724,KPJ_01,JCORP Specialist Hospital,2025-02-27,Emergency Department,Emergency,150,135,59,0,0,0,0,Hospital Information System,True
EN000725,KPJ_01,JCORP Specialist Hospital,2025-02-27,Outpatient Department,Outpatient,328,314,258,0,0,0,0,Hospital Information System,True
EN000726,KPJ_01,JCORP Specialist Hospital,2025-02-27,Inpatient Wards,Inpatient,69,0,38,16,16,2,1,Hospital Information System,True
EN000727,KPJ_01,JCORP Specialist Hospital,2025-02-28,Emergency Department,Emergency,148,134,58,0,0,0,0,Hospital Information System,True
EN000728,KPJ_01,JCORP Specialist Hospital,2025-02-28,Outpatient Department,Outpatient,271,249,191,0,0,0,0,Hospital Information System,True
EN000729,KPJ_01,JCORP Specialist Hospital,2025-02-28,Inpatient Wards,Inpatient,90,0,50,14,15,4,1,Hospital Information System,True
EN000730,KPJ_01,JCORP Specialist Hospital,2025-03-01,Emergency Department,Emergency,161,148,57,0,0,0,0,Hospital Information System,True
EN000731,KPJ_01,JCORP Specialist Hospital,2025-03-01,Outpatient Department,Outpatient,108,100,80,0,0,0,0,Hospital Information System,True
EN000732,KPJ_01,JCORP Specialist Hospital,2025-03-01,Inpatient Wards,Inpatient,78,0,41,13,14,1,1,Hospital Information System,True
EN000733,KPJ_01,JCORP Specialist Hospital,2025-03-02,Emergency Department,Emergency,153,137,59,0,0,0,0,Hospital Information System,True
EN000734,KPJ_01,JCORP Specialist Hospital,2025-03-02,Outpatient Department,Outpatient,109,103,86,0,0,0,0,Hospital Information System,True
EN000735,KPJ_01,JCORP Specialist Hospital,2025-03-02,Inpatient Wards,Inpatient,68,0,40,11,9,1,1,Hospital Information System,True
EN000736,KPJ_01,JCORP Specialist Hospital,2025-03-03,Emergency Department,Emergency,159,146,58,0,0,0,0,Hospital Information System,True
EN000737,KPJ_01,JCORP Specialist Hospital,2025-03-03,Outpatient Department,Outpatient,344,318,247,0,0,0,0,Hospital Information System,True
EN000738,KPJ_01,JCORP Specialist Hospital,2025-03-03,Inpatient Wards,Inpatient,81,0,43,14,13,2,1,Hospital Information System,True
EN000739,KPJ_01,JCORP Specialist Hospital,2025-03-04,Emergency Department,Emergency,144,130,43,0,0,0,0,Hospital Information System,True
EN000740,KPJ_01,JCORP Specialist Hospital,2025-03-04,Outpatient Department,Outpatient,305,283,214,0,0,0,0,Hospital Information System,True
EN000741,KPJ_01,JCORP Specialist Hospital,2025-03-04,Inpatient Wards,Inpatient,82,0,43,17,15,2,2,Hospital Information System,True
EN000742,KPJ_01,JCORP Specialist Hospital,2025-03-05,Emergency Department,Emergency,146,136,56,0,0,0,0,Hospital Information System,True
EN000743,KPJ_01,JCORP Specialist Hospital,2025-03-05,Outpatient Department,Outpatient,281,271,204,0,0,0,0,Hospital Information System,True
EN000744,KPJ_01,JCORP Specialist Hospital,2025-03-05,Inpatient Wards,Inpatient,78,0,43,11,11,0,2,Hospital Information System,True
EN000745,KPJ_01,JCORP Specialist Hospital,2025-03-06,Emergency Department,Emergency,167,151,58,0,0,0,0,Hospital Information System,True
EN000746,KPJ_01,JCORP Specialist Hospital,2025-03-06,Outpatient Department,Outpatient,308,287,226,0,0,0,0,Hospital Information System,True
EN000747,KPJ_01,JCORP Specialist Hospital,2025-03-06,Inpatient Wards,Inpatient,84,0,44,13,16,2,2,Hospital Information System,True
EN000748,KPJ_01,JCORP Specialist Hospital,2025-03-07,Emergency Department,Emergency,150,135,45,0,0,0,0,Hospital Information System,True
EN000749,KPJ_01,JCORP Specialist Hospital,2025-03-07,Outpatient Department,Outpatient,290,281,209,0,0,0,0,Hospital Information System,True
EN000750,KPJ_01,JCORP Specialist Hospital,2025-03-07,Inpatient Wards,Inpatient,78,0,42,12,11,0,2,Hospital Information System,True
EN000751,KPJ_01,JCORP Specialist Hospital,2025-03-08,Emergency Department,Emergency,186,170,63,0,0,0,0,Hospital Information System,True
EN000752,KPJ_01,JCORP Specialist Hospital,2025-03-08,Outpatient Department,Outpatient,112,108,89,0,0,0,0,Hospital Information System,True
EN000753,KPJ_01,JCORP Specialist Hospital,2025-03-08,Inpatient Wards,Inpatient,70,0,40,12,12,2,2,Hospital Information System,True
EN000754,KPJ_01,JCORP Specialist Hospital,2025-03-09,Emergency Department,Emergency,154,139,47,0,0,0,0,Hospital Information System,True
EN000755,KPJ_01,JCORP Specialist Hospital,2025-03-09,Outpatient Department,Outpatient,110,102,86,0,0,0,0,Hospital Information System,True
EN000756,KPJ_01,JCORP Specialist Hospital,2025-03-09,Inpatient Wards,Inpatient,67,0,36,12,11,2,1,Hospital Information System,True
EN000757,KPJ_01,JCORP Specialist Hospital,2025-03-10,Emergency Department,Emergency,146,131,58,0,0,0,0,Hospital Information System,True
EN000758,KPJ_01,JCORP Specialist Hospital,2025-03-10,Outpatient Department,Outpatient,312,293,219,0,0,0,0,Hospital Information System,True
EN000759,KPJ_01,JCORP Specialist Hospital,2025-03-10,Inpatient Wards,Inpatient,87,0,45,13,15,2,1,Hospital Information System,True
EN000760,KPJ_01,JCORP Specialist Hospital,2025-03-11,Emergency Department,Emergency,162,145,54,0,0,0,0,Hospital Information System,True
EN000761,KPJ_01,JCORP Specialist Hospital,2025-03-11,Outpatient Department,Outpatient,321,301,230,0,0,0,0,Hospital Information System,True
EN000762,KPJ_01,JCORP Specialist Hospital,2025-03-11,Inpatient Wards,Inpatient,75,0,45,14,15,2,1,Hospital Information System,True
EN000763,KPJ_01,JCORP Specialist Hospital,2025-03-12,Emergency Department,Emergency,166,155,53,0,0,0,0,Hospital Information System,True
EN000764,KPJ_01,JCORP Specialist Hospital,2025-03-12,Outpatient Department,Outpatient,314,297,245,0,0,0,0,Hospital Information System,True
EN000765,KPJ_01,JCORP Specialist Hospital,2025-03-12,Inpatient Wards,Inpatient,75,0,45,14,16,3,1,Hospital Information System,True
EN000766,KPJ_01,JCORP Specialist Hospital,2025-03-13,Emergency Department,Emergency,150,137,51,0,0,0,0,Hospital Information System,True
EN000767,KPJ_01,JCORP Specialist Hospital,2025-03-13,Outpatient Department,Outpatient,316,299,232,0,0,0,0,Hospital Information System,True
